BUJUR	LINTANG	KEPERCAYAAN	REGION	PROVINSI	KABUPATEN	KECAMATAN	SATELIT	TANGGAL	WAKTU
111.6511	-6.9956	8	JAWA	JAWA TIMUR	KAB. TUBAN	BANGILAN	SNPP	2020-09-12	05:24:59.000000		
111.6497	-6.9941	8	JAWA	JAWA TIMUR	KAB. TUBAN	BANGILAN	SNPP	2020-09-12	05:24:59.000000		
112.1478	-6.9437	8	JAWA	JAWA TIMUR	KAB. TUBAN	PALANG	TERRA	2020-09-12	03:17:00		
112.1942	-7.0196	8	JAWA	JAWA TIMUR	KAB. TUBAN	WIDANG	NOAA20	2020-09-12	06:14:46.000000		
112.1936	-7.0158	8	JAWA	JAWA TIMUR	KAB. TUBAN	WIDANG	NOAA20	2020-09-12	06:14:46.000000		
109.8998	-0.1832	8	KALIMANTAN	KALIMANTAN BARAT	KAB. KUBU RAYA	SUNGAIRAYA	NOAA20	2020-09-12	06:17:36.000000		
109.4850	0.6215	8	KALIMANTAN	KALIMANTAN BARAT	KAB. LANDAK	BANYUKE HULU	NOAA20	2020-09-12	06:17:36.000000		
110.1742	0.4975	8	KALIMANTAN	KALIMANTAN BARAT	KAB. LANDAK	JELIMPO	NOAA20	2020-09-12	06:17:36.000000		
110.0121	0.5814	8	KALIMANTAN	KALIMANTAN BARAT	KAB. LANDAK	KUALA BEHE	NOAA20	2020-09-12	06:17:36.000000		
109.7151	0.3347	8	KALIMANTAN	KALIMANTAN BARAT	KAB. LANDAK	PAHUMAN	NOAA20	2020-09-12	06:17:36.000000		
